BLOCK,TRANSECT,PLOT,MODULE,SUBMODULE,CORNER,SAMPLING_ID,SPECIES,SPECIES_CORRECTED,SPCODE,FREQUENCY,DATE,DATE_CORRECTED,>1M,CONERCONER,DATE OF FIRE,TIME SINCE FIRE (DAYS),SPECIES_NEW_NAMES,NEW_SPCODE,
J,1,6,3,0.3,A,J _1_6_3_0.3_A ,PASSIFLORA SUBEROSA      ,PASSIFLORA SUBEROSA,PASSUB,2,10/28/96,1996-10-28,,2,1995-07-22,464,,,
J,1,6,3,0.3,A,J _1_6_3_0.3_A ,PHYLLANTHUS SP         ,PHYLLANTHUS SPP,PHYSPP,1,10/28/96,1996-10-28,,2,1995-07-22,464,,,
J,1,6,3,0.3,A,J _1_6_3_0.3_A ,PTERIDIUM CAUDATUM       ,PTERIDIUM CAUDATUM,PTECAU,8,10/28/96,1996-10-28,,2,1995-07-22,464,PTERIDIUM AQUILINUM VAR. CAUDATUM,PTEAQUCAU,
J,1,6,3,0.3,A,J _1_6_3_0.3_A ,SABAL PALMETTO         ,SABAL PALMETTO,SABPAL,5,10/28/96,1996-10-28,,2,1995-07-22,464,,,
J,1,6,3,0.3,A,J _1_6_3_0.3_A ,SMILAX AURICULATA       ,SMILAX AURICULATA,SMIAUR,2,10/28/96,1996-10-28,,2,1995-07-22,464,,,
J,1,6,3,0.3,A,J _1_6_3_0.3_A ,TRAGIA SAXICOLA        ,TRAGIA SAXICOLA,TRASAX,2,10/28/96,1996-10-28,,2,1995-07-22,464,,,
J,1,6,3,1,A,J _1_6_3_1_A ,ANDROPOGON CABANISII      ,ANDROPOGON CABANISII,ANDCAB,83,10/28/96,1996-10-28,,2,1995-07-22,464,ANDROPOGON TERNARIUS,ANDTER,
J,1,6,3,1,A,J _1_6_3_1_A ,ANEMIA ADIANTIFOLIA      ,ANEMIA ADIANTIFOLIA,ANEADI,10,10/28/96,1996-10-28,,2,1995-07-22,464,,,
J,1,6,3,1,A,J _1_6_3_1_A ,CASSIA DEERINGIANA       ,CASSIA DEERINGIANA,CASDEE,9,10/28/96,1996-10-28,,2,1995-07-22,464,,,
J,1,6,3,1,A,J _1_6_3_1_A ,CASSYTHA FILIFORMIS      ,CASSYTHA FILIFORMIS,CASFIL,75,10/28/96,1996-10-28,,2,1995-07-22,464,,,
J,1,6,3,1,A,J _1_6_3_1_A ,CHIOCOCCA PARVIFOLIA      ,CHIOCOCCA PARVIFOLIA,CHIPAR,8,10/28/96,1996-10-28,,2,1995-07-22,464,CHIOCOCCA ALBA,CHIALB,
J,1,6,3,1,A,J _1_6_3_1_A ,CROTOLARIA PUMILA       ,CROTALARIA PUMILA,CROPUM,46,10/28/96,1996-10-28,,2,1995-07-22,464,,,
J,1,6,3,1,A,J _1_6_3_1_A ,DODONEA VISCOSA        ,DODONAEA VISCOSA,DODVIS,28,10/28/96,1996-10-28,,2,1995-07-22,464,,,
J,1,6,3,1,A,J _1_6_3_1_A ,DYSCHORISTE ANGUSTA      ,DYSCHORISTE ANGUSTA,DYSANG,7,10/28/96,1996-10-28,,2,1995-07-22,464,,,
J,1,6,3,1,A,J _1_6_3_1_A ,GUAPIRA DISCOLOR        ,GUAPIRA DISCOLOR,GUADIS,6,10/28/96,1996-10-28,,2,1995-07-22,464,,,
J,1,6,3,1,A,J _1_6_3_1_A ,GUETTARDA SCABRA        ,GUETTARDA SCABRA,GUESCA,1,10/28/96,1996-10-28,,2,1995-07-22,464,,,
J,1,6,3,1,A,J _1_6_3_1_A ,LANTANA DEPRESSA        ,LANTANA DEPRESSA,LANDEP,5,10/28/96,1996-10-28,,2,1995-07-22,464,LANTANA DEPRESSA VAR. DEPRESSA,LANDEPDEP,
J,1,6,3,1,A,J _1_6_3_1_A ,LICANIA MICHAUXII       ,LICANIA MICHAUXII,LICMIC,11,10/28/96,1996-10-28,,2,1995-07-22,464,GEOBALANUS OBLONGIFOLIUS,GEOBL,
J,1,6,3,1,A,J _1_6_3_1_A ,MORINDA ROYOC         ,MORINDA ROYOC,MORROY,7,10/28/96,1996-10-28,,2,1995-07-22,464,,,
J,1,6,3,1,A,J _1_6_3_1_A ,MYRSINE FLORIDANA       ,MYRSINE FLORIDANA,MYRFLO,1,10/28/96,1996-10-28,,2,1995-07-22,464,MYRSINE CUBANA,MYRCUB,
J,1,6,3,1,A,J _1_6_3_1_A ,PTERIDIUM CAUDATUM       ,PTERIDIUM CAUDATUM,PTECAU,72,10/28/96,1996-10-28,,2,1995-07-22,464,PTERIDIUM AQUILINUM VAR. CAUDATUM,PTEAQUCAU,
J,1,6,3,1,A,J _1_6_3_1_A ,RHUS COPALLINA         ,RHUS COPALLINUM,RHUCOP,28,10/28/96,1996-10-28,,2,1995-07-22,464,,,
J,1,6,3,1,A,J _1_6_3_1_A ,SABAL PALMETTO         ,SABAL PALMETTO,SABPAL,76,10/28/96,1996-10-28,,2,1995-07-22,464,,,
J,1,6,3,1,A,J _1_6_3_1_A ,SCHIZACHYRIUM SEMIBERBE    ,SCHIZACHYRIUM SEMIBERBE,SCHSEM,22,10/28/96,1996-10-28,,2,1995-07-22,464,SCHIZACHYRIUM SANGUINEUM,SCHSAN,
J,1,6,3,1,A,J _1_6_3_1_A ,SMILAX AURICULATA       ,SMILAX AURICULATA,SMIAUR,1,10/28/96,1996-10-28,,2,1995-07-22,464,,,
J,1,6,3,1,A,J _1_6_3_1_A ,SOLIDAGO ODORATA        ,SOLIDAGO ODORATA,SOLODO,1,10/28/96,1996-10-28,,2,1995-07-22,464,,,
J,1,6,3,1,A,J _1_6_3_1_A ,ZAMIA INTEGRIFOLIA       ,ZAMIA INTEGRIFOLIA,ZAMINT,2,10/28/96,1996-10-28,,2,1995-07-22,464,,,
J,1,6,3,3,A,J _1_6_3_3_A ,AGALINIS SP          ,AGALINIS SPP,AGASPP,4,10/28/96,1996-10-28,,2,1995-07-22,464,,,
J,1,6,3,3,A,J _1_6_3_3_A ,ARDISIA ESCALLONIOIDES     ,ARDISIA ESCALLONIOIDES,ARDESC,3,10/28/96,1996-10-28,,2,1995-07-22,464,,,
J,1,6,3,3,A,J _1_6_3_3_A ,BUMELIA SALICIFOLIA      ,BUMELIA SALICIFOLIA,BUMSAL,15,10/28/96,1996-10-28,,2,1995-07-22,464,SIDEROXYLON SALICIFOLIUM,SIDSAL,
J,1,6,3,3,A,J _1_6_3_3_A ,ECHITES UMBELLATA       ,ECHITES UMBELLATA,ECHUMB,26,10/28/96,1996-10-28,,2,1995-07-22,464,,,
J,1,6,3,3,A,J _1_6_3_3_A ,EXOTHEA PANICULATA       ,EXOTHEA PANICULATA,EXOPAN,48,10/28/96,1996-10-28,,2,1995-07-22,464,,,
J,1,6,3,3,A,J _1_6_3_3_A ,PINUS ELLIOTTII SEEDLING    ,PINUS ELLIOTTII,PINELL,3,10/28/96,1996-10-28,,2,1995-07-22,464,,,
J,1,6,3,3,A,J _1_6_3_3_A ,PIRIQUETA CAROLINIANA     ,PIRIQUETA CAROLINIANA,PIRCAR,1,10/28/96,1996-10-28,,2,1995-07-22,464,,,
J,1,6,3,3,A,J _1_6_3_3_A ,SERENOA REPENS         ,SERENOA REPENS,SERREP,101,10/28/96,1996-10-28,,2,1995-07-22,464,,,
J,1,6,3,0.1,B ,J _1_6_3_0.1_B ,ANDROPOGON CABANISII      ,ANDROPOGON CABANISII,ANDCAB,1,10/29/96,1996-10-29,,1,1995-07-22,465,ANDROPOGON TERNARIUS,ANDTER,
J,1,6,3,0.1,B ,J _1_6_3_0.1_B ,CASSYTHA FILIFORMIS      ,CASSYTHA FILIFORMIS,CASFIL,1,10/29/96,1996-10-29,,1,1995-07-22,465,,,
J,1,6,3,0.1,B ,J _1_6_3_0.1_B ,GUAPIRA DISCOLOR        ,GUAPIRA DISCOLOR,GUADIS,1,10/29/96,1996-10-29,,1,1995-07-22,465,,,
J,1,6,3,0.1,B ,J _1_6_3_0.1_B ,PASPALUM SP          ,PASPALUM SPP,PASSPP,1,10/29/96,1996-10-29,,1,1995-07-22,465,,,
J,1,6,3,0.1,B ,J _1_6_3_0.1_B ,SABAL PALMETTO         ,SABAL PALMETTO,SABPAL,1,10/29/96,1996-10-29,,1,1995-07-22,465,,,
J,1,6,3,0.3,B ,J _1_6_3_0.3_B ,ANDROPOGON CABANISII      ,ANDROPOGON CABANISII,ANDCAB,3,10/29/96,1996-10-29,,1,1995-07-22,465,ANDROPOGON TERNARIUS,ANDTER,
J,1,6,3,0.3,B ,J _1_6_3_0.3_B ,CASSYTHA FILIFORMIS      ,CASSYTHA FILIFORMIS,CASFIL,8,10/29/96,1996-10-29,,1,1995-07-22,465,,,
J,1,6,3,0.3,B ,J _1_6_3_0.3_B ,CROTOLARIA PUMILA       ,CROTALARIA PUMILA,CROPUM,2,10/29/96,1996-10-29,,1,1995-07-22,465,,,
J,1,6,3,0.3,B ,J _1_6_3_0.3_B ,GUAPIRA DISCOLOR        ,GUAPIRA DISCOLOR,GUADIS,3,10/29/96,1996-10-29,,1,1995-07-22,465,,,
J,1,6,3,0.3,B ,J _1_6_3_0.3_B ,PASSIFLORA SUBEROSA      ,PASSIFLORA SUBEROSA,PASSUB,2,10/29/96,1996-10-29,,1,1995-07-22,465,,,
J,1,6,3,0.3,B ,J _1_6_3_0.3_B ,RHUS COPALLINA         ,RHUS COPALLINUM,RHUCOP,3,10/29/96,1996-10-29,,1,1995-07-22,465,,,
J,1,6,3,0.3,B ,J _1_6_3_0.3_B ,SABAL PALMETTO         ,SABAL PALMETTO,SABPAL,3,10/29/96,1996-10-29,,1,1995-07-22,465,,,
J,1,6,3,0.3,B ,J _1_6_3_0.3_B ,TRAGIA SAXICOLA        ,TRAGIA SAXICOLA,TRASAX,2,10/29/96,1996-10-29,,1,1995-07-22,465,,,
J,1,6,3,1,B ,J _1_6_3_1_B ,ANDROPOGON CABANISII      ,ANDROPOGON CABANISII,ANDCAB,43,10/29/96,1996-10-29,,1,1995-07-22,465,ANDROPOGON TERNARIUS,ANDTER,
J,1,6,3,1,B ,J _1_6_3_1_B ,ANGADENIA SAGRAEI       ,ANGADENIA SAGRAEI,ANGSAG,3,10/29/96,1996-10-29,,1,1995-07-22,465,,,
J,1,6,3,1,B ,J _1_6_3_1_B ,ARDISIA ESCALLONIOIDES     ,ARDISIA ESCALLONIOIDES,ARDESC,3,10/29/96,1996-10-29,,1,1995-07-22,465,,,
J,1,6,3,1,B ,J _1_6_3_1_B ,CASSYTHA FILIFORMIS      ,CASSYTHA FILIFORMIS,CASFIL,91,10/29/96,1996-10-29,,1,1995-07-22,465,,,
J,1,6,3,1,B ,J _1_6_3_1_B ,CHIOCOCCA PARVIFOLIA      ,CHIOCOCCA PARVIFOLIA,CHIPAR,4,10/29/96,1996-10-29,,1,1995-07-22,465,CHIOCOCCA ALBA,CHIALB,
J,1,6,3,1,B ,J _1_6_3_1_B ,CROTOLARIA PUMILA       ,CROTALARIA PUMILA,CROPUM,64,10/29/96,1996-10-29,,1,1995-07-22,465,,,
J,1,6,3,1,B ,J _1_6_3_1_B ,DODONEA VISCOSA        ,DODONAEA VISCOSA,DODVIS,6,10/29/96,1996-10-29,,1,1995-07-22,465,,,
J,1,6,3,1,B ,J _1_6_3_1_B ,GUETTARDA SCABRA        ,GUETTARDA SCABRA,GUESCA,8,10/29/96,1996-10-29,,1,1995-07-22,465,,,
J,1,6,3,1,B ,J _1_6_3_1_B ,MELANTHERA PARVIFOLIA     ,MELANTHERA PARVIFOLIA,MELPAR,18,10/29/96,1996-10-29,,1,1995-07-22,465,MELANTHERA NIVEA,MELNIV,
J,1,6,3,1,B ,J _1_6_3_1_B ,MORINDA ROYOC         ,MORINDA ROYOC,MORROY,7,10/29/96,1996-10-29,,1,1995-07-22,465,,,
J,1,6,3,1,B ,J _1_6_3_1_B ,MYRSINE FLORIDANA       ,MYRSINE FLORIDANA,MYRFLO,9,10/29/96,1996-10-29,,1,1995-07-22,465,MYRSINE CUBANA,MYRCUB,
J,1,6,3,1,B ,J _1_6_3_1_B ,PASPALUM SP          ,PASPALUM SPP,PASSPP,21,10/29/96,1996-10-29,,1,1995-07-22,465,,,
J,1,6,3,1,B ,J _1_6_3_1_B ,PASSIFLORA SUBEROSA      ,PASSIFLORA SUBEROSA,PASSUB,8,10/29/96,1996-10-29,,1,1995-07-22,465,,,
J,1,6,3,1,B ,J _1_6_3_1_B ,PHYLLANTHUS SP         ,PHYLLANTHUS SPP,PHYSPP,4,10/29/96,1996-10-29,,1,1995-07-22,465,,,
J,1,6,3,1,B ,J _1_6_3_1_B ,PINUS ELLIOTTII SEEDLING    ,PINUS ELLIOTTII,PINELL,2,10/29/96,1996-10-29,,1,1995-07-22,465,,,
J,1,6,3,1,B ,J _1_6_3_1_B ,RHUS COPALLINA         ,RHUS COPALLINUM,RHUCOP,18,10/29/96,1996-10-29,,1,1995-07-22,465,,,
J,1,6,3,1,B ,J _1_6_3_1_B ,SABAL PALMETTO         ,SABAL PALMETTO,SABPAL,72,10/29/96,1996-10-29,,1,1995-07-22,465,,,
J,1,6,3,1,B ,J _1_6_3_1_B ,TRAGIA SAXICOLA        ,TRAGIA SAXICOLA,TRASAX,16,10/29/96,1996-10-29,,1,1995-07-22,465,,,
J,1,6,3,3,B ,J _1_6_3_3_B ,ANEMIA ADIANTIFOLIA      ,ANEMIA ADIANTIFOLIA,ANEADI,2,10/29/96,1996-10-29,,1,1995-07-22,465,,,
J,1,6,3,3,B ,J _1_6_3_3_B ,ASTER ADNATUS         ,ASTER ADNATUS,ASTADN,2,10/29/96,1996-10-29,,1,1995-07-22,465,SYMPHYOTRICHUM ADNATUM,SYMADN,
J,1,6,3,3,B ,J _1_6_3_3_B ,BUMELIA SALICIFOLIA      ,BUMELIA SALICIFOLIA,BUMSAL,5,10/29/96,1996-10-29,,1,1995-07-22,465,SIDEROXYLON SALICIFOLIUM,SIDSAL,
J,1,6,3,3,B ,J _1_6_3_3_B ,CASSIA DEERINGIANA       ,CASSIA DEERINGIANA,CASDEE,19,10/29/96,1996-10-29,,1,1995-07-22,465,,,
J,1,6,3,3,B ,J _1_6_3_3_B ,DIGITARIA DOLICHOPHYLLA       ,DIGITARIA DOLICHOPHYLLA,DIGDOL,23,10/29/96,1996-10-29,,1,1995-07-22,465,DIGITARIA FILIFORMIS VAR. DOLICHOPYLLA,DIGFILDOL,
J,1,6,3,3,B ,J _1_6_3_3_B ,DYSCHORISTE ANGUSTA      ,DYSCHORISTE ANGUSTA,DYSANG,10,10/29/96,1996-10-29,,1,1995-07-22,465,,,
J,1,6,3,3,B ,J _1_6_3_3_B ,ECHITES UMBELLATA       ,ECHITES UMBELLATA,ECHUMB,3,10/29/96,1996-10-29,,1,1995-07-22,465,,,
J,1,6,3,3,B ,J _1_6_3_3_B ,GUETTARDA ELLIPTICA       ,GUETTARDA ELLIPTICA,GUEELL,2,10/29/96,1996-10-29,,1,1995-07-22,465,,,
J,1,6,3,3,B ,J _1_6_3_3_B ,LANTANA DEPRESSA        ,LANTANA DEPRESSA,LANDEP,5,10/29/96,1996-10-29,,1,1995-07-22,465,LANTANA DEPRESSA VAR. DEPRESSA,LANDEPDEP,
J,1,6,3,3,B ,J _1_6_3_3_B ,PIRIQUETA CAROLINIANA     ,PIRIQUETA CAROLINIANA,PIRCAR,2,10/29/96,1996-10-29,,1,1995-07-22,465,,,
J,1,6,3,3,B ,J _1_6_3_3_B ,PITYOPSIS GRAMINIFOLIA     ,PITYOPSIS GRAMINIFOLIA,PITGRA,5,10/29/96,1996-10-29,,1,1995-07-22,465,,,
J,1,6,3,3,B ,J _1_6_3_3_B ,QUERCUS VIRGINIANA       ,QUERCUS VIRGINIANA       ,QUEVIR,6,10/29/96,1996-10-29,,1,1995-07-22,465,,,
J,1,6,3,3,B ,J _1_6_3_3_B ,SERENOA REPENS         ,SERENOA REPENS,SERREP,11,10/29/96,1996-10-29,,1,1995-07-22,465,,,
J,1,6,3,3,B ,J _1_6_3_3_B ,SMILAX AURICULATA       ,SMILAX AURICULATA,SMIAUR,3,10/29/96,1996-10-29,,1,1995-07-22,465,,,
J,1,6,3,3,B ,J _1_6_3_3_B ,ZAMIA INTEGRIFOLIA       ,ZAMIA INTEGRIFOLIA,ZAMINT,21,10/29/96,1996-10-29,,1,1995-07-22,465,,,
J,1,6,3,10,I ,J _1_6_3_10_I ,BYRSONIMA LUCIDA        ,BYRSONIMA LUCIDA,BYRLUC,39,10/29/96,1996-10-29,,,1995-07-22,465,,,
J,1,6,3,10,I ,J _1_6_3_10_I ,CENTROSEMA VIRGINIANUM     ,CENTROSEMA VIRGINIANUM,CENVIR,26,10/29/96,1996-10-29,,,1995-07-22,465,,,
J,1,6,3,10,I ,J _1_6_3_10_I ,CITHAREXYLUM FRUITICOSUM    ,CITHAREXYLUM FRUITICOSUM    ,CITFRU,2,10/29/96,1996-10-29,,,1995-07-22,465,CITHAREXYLUM SPINOSUM,CITSPI,
J,1,6,3,10,I ,J _1_6_3_10_I ,COLUBRINA ARBORESCENS     ,COLUBRINA ARBORESCENS     ,COLARB,4,10/29/96,1996-10-29,,,1995-07-22,465,,,
J,1,6,3,10,I ,J _1_6_3_10_I ,FICUS AUREA          ,FICUS AUREA,FICAUR,9,10/29/96,1996-10-29,,,1995-07-22,465,,,
J,1,6,3,10,I ,J _1_6_3_10_I ,UNKHJ61      ,UNKHJ61      ,,36,10/29/96,1996-10-29,,,1995-07-22,465,,,
J,1,6,3,10,I ,J _1_6_3_10_I ,JACQUEMONTIA CURTISSII     ,JACQUEMONTIA CURTISSII,JACCUR,20,10/29/96,1996-10-29,,,1995-07-22,465,,,
J,1,6,3,10,I ,J _1_6_3_10_I ,LANTANA INVOLUCRATA      ,LANTANA INVOLUCRATA,LANINV,1,10/29/96,1996-10-29,,,1995-07-22,465,,,
J,1,6,3,10,I ,J _1_6_3_10_I ,LIATRIS GRACILIS        ,LIATRIS GRACILIS,LIAGRA,7,10/29/96,1996-10-29,,,1995-07-22,465,,,
J,1,6,3,10,I ,J _1_6_3_10_I ,METOPIUM TOXIFERUM       ,METOPIUM TOXIFERUM,METTOX,1,10/29/96,1996-10-29,,,1995-07-22,465,,,
J,1,6,3,10,I ,J _1_6_3_10_I ,MUHLENBERGIA FILIPES      ,MUHLENBERGIA FILIPES,MUHFIL,70,10/29/96,1996-10-29,,,1995-07-22,465,MUHLENBERGIA CAPILLARIS VAR. FILIPES,MUHCAPFIL,
J,1,6,3,10,I ,J _1_6_3_10_I ,MYRICA CERIFERA        ,MYRICA CERIFERA,MYRCER,200,10/29/96,1996-10-29,,,1995-07-22,465,,,
J,1,6,3,10,I ,J _1_6_3_10_I ,PHYSALIS VISCOSA        ,PHYSALIS VISCOSA,PHYVIS,2,10/29/96,1996-10-29,,,1995-07-22,465,,,
J,1,6,3,10,I ,J _1_6_3_10_I ,POINSETTIA PINETORUM      ,POINSETTIA PINETORUM,POIPIN,1,10/29/96,1996-10-29,,,1995-07-22,465,EUPHORBIA PINETORUM ,EUPPIN,
J,1,6,3,10,I ,J _1_6_3_10_I ,PSYCHOTRIA NERVOSA       ,PSYCHOTRIA NERVOSA ,PSYNER,9,10/29/96,1996-10-29,,,1995-07-22,465,,,
J,1,6,3,10,I ,J _1_6_3_10_I ,PTERIS BAHAMENSIS       ,PTERIS BAHAMENSIS,PTEBAH,7,10/29/96,1996-10-29,,,1995-07-22,465,,,
J,1,6,3,10,I ,J _1_6_3_10_I ,SCLERIA CILIATA        ,SCLERIA CILIATA,SCLCIL,94,10/29/96,1996-10-29,,,1995-07-22,465,,,
J,1,6,3,10,I ,J _1_6_3_10_I ,TETRAZIGIA BICOLOR       ,TETRAZYGIA BICOLOR,TETBIC,40,10/29/96,1996-10-29,,,1995-07-22,465,MICONIA BICOLOR,MICBIC,
J,1,6,3,10,I ,J _1_6_3_10_I ,THELYPTERIS KUNTHII      ,THELYPTERIS KUNTHII,THEKUN,2,10/29/96,1996-10-29,,,1995-07-22,465,,,
J,1,6,4,0.1,B ,J _1_6_4_0.1_B ,CASSYTHA FILIFORMIS      ,CASSYTHA FILIFORMIS,CASFIL,1,10/28/96,1996-10-28,,1,1995-07-22,464,,,
J,1,6,4,0.1,B ,J _1_6_4_0.1_B ,SABAL PALMETTO         ,SABAL PALMETTO,SABPAL,1,10/28/96,1996-10-28,,1,1995-07-22,464,,,
J,1,6,4,0.1,B ,J _1_6_4_0.1_B ,SCHIZACHYRIUM SEMIBERBE    ,SCHIZACHYRIUM SEMIBERBE,SCHSEM,1,10/28/96,1996-10-28,,1,1995-07-22,464,SCHIZACHYRIUM SANGUINEUM,SCHSAN,
J,1,6,4,0.3,B ,J _1_6_4_0.3_B ,CASSYTHA FILIFORMIS      ,CASSYTHA FILIFORMIS,CASFIL,6,10/28/96,1996-10-28,,1,1995-07-22,464,,,
J,1,6,4,0.3,B ,J _1_6_4_0.3_B ,CITHAREXYLUM FRUITICOSUM    ,CITHAREXYLUM FRUITICOSUM    ,CITFRU,1,10/28/96,1996-10-28,,1,1995-07-22,464,CITHAREXYLUM SPINOSUM,CITSPI,
J,1,6,4,0.3,B ,J _1_6_4_0.3_B ,PHYLLANTHUS SP         ,PHYLLANTHUS SPP,PHYSPP,2,10/28/96,1996-10-28,,1,1995-07-22,464,,,
J,1,6,4,0.3,B ,J _1_6_4_0.3_B ,SABAL PALMETTO         ,SABAL PALMETTO,SABPAL,8,10/28/96,1996-10-28,,1,1995-07-22,464,,,
J,1,6,4,0.3,B ,J _1_6_4_0.3_B ,SCHIZACHYRIUM SEMIBERBE    ,SCHIZACHYRIUM SEMIBERBE,SCHSEM,6,10/28/96,1996-10-28,,1,1995-07-22,464,SCHIZACHYRIUM SANGUINEUM,SCHSAN,
J,1,6,4,0.3,B ,J _1_6_4_0.3_B ,TRAGIA SAXICOLA        ,TRAGIA SAXICOLA,TRASAX,1,10/28/96,1996-10-28,,1,1995-07-22,464,,,
J,1,6,4,1,B ,J _1_6_4_1_B ,ANDROPOGON CABANISII      ,ANDROPOGON CABANISII,ANDCAB,79,10/28/96,1996-10-28,,1,1995-07-22,464,ANDROPOGON TERNARIUS,ANDTER,
J,1,6,4,1,B ,J _1_6_4_1_B ,ANEMIA ADIANTIFOLIA      ,ANEMIA ADIANTIFOLIA,ANEADI,11,10/28/96,1996-10-28,,1,1995-07-22,464,,,
J,1,6,4,1,B ,J _1_6_4_1_B ,ANGADENIA SAGRAEI       ,ANGADENIA SAGRAEI,ANGSAG,3,10/28/96,1996-10-28,,1,1995-07-22,464,,,
J,1,6,4,1,B ,J _1_6_4_1_B ,ARDISIA ESCALLONIOIDES     ,ARDISIA ESCALLONIOIDES,ARDESC,8,10/28/96,1996-10-28,,1,1995-07-22,464,,,
J,1,6,4,1,B ,J _1_6_4_1_B ,CASSIA DEERINGIANA       ,CASSIA DEERINGIANA,CASDEE,5,10/28/96,1996-10-28,,1,1995-07-22,464,,,
J,1,6,4,1,B ,J _1_6_4_1_B ,CASSYTHA FILIFORMIS      ,CASSYTHA FILIFORMIS,CASFIL,82,10/28/96,1996-10-28,,1,1995-07-22,464,,,
J,1,6,4,1,B ,J _1_6_4_1_B ,CENTROSEMA VIRGINIANUM     ,CENTROSEMA VIRGINIANUM,CENVIR,3,10/28/96,1996-10-28,,1,1995-07-22,464,,,
J,1,6,4,1,B ,J _1_6_4_1_B ,CHAMAESYCE PINETORUM      ,CHAMAESYCE PINETORUM,CHAPIN,7,10/28/96,1996-10-28,,1,1995-07-22,464,EUPHORBIA DELTOIDEA SUBSP. PINETORUM,EUPDELPIN,
J,1,6,4,1,B ,J _1_6_4_1_B ,CHIOCOCCA PARVIFOLIA      ,CHIOCOCCA PARVIFOLIA,CHIPAR,23,10/28/96,1996-10-28,,1,1995-07-22,464,CHIOCOCCA ALBA,CHIALB,
J,1,6,4,1,B ,J _1_6_4_1_B ,CITHAREXYLUM FRUITICOSUM    ,CITHAREXYLUM FRUITICOSUM    ,CITFRU,24,10/28/96,1996-10-28,,1,1995-07-22,464,CITHAREXYLUM SPINOSUM,CITSPI,
J,1,6,4,1,B ,J _1_6_4_1_B ,CROTOLARIA PUMILA       ,CROTALARIA PUMILA,CROPUM,17,10/28/96,1996-10-28,,1,1995-07-22,464,,,
J,1,6,4,1,B ,J _1_6_4_1_B ,DODONEA VISCOSA        ,DODONAEA VISCOSA,DODVIS,23,10/28/96,1996-10-28,,1,1995-07-22,464,,,
J,1,6,4,1,B ,J _1_6_4_1_B ,DYSCHORISTE ANGUSTA      ,DYSCHORISTE ANGUSTA,DYSANG,1,10/28/96,1996-10-28,,1,1995-07-22,464,,,
J,1,6,4,1,B ,J _1_6_4_1_B ,ECHITES UMBELLATA       ,ECHITES UMBELLATA,ECHUMB,2,10/28/96,1996-10-28,,1,1995-07-22,464,,,
J,1,6,4,1,B ,J _1_6_4_1_B ,GUETTARDA ELLIPTICA       ,GUETTARDA ELLIPTICA,GUEELL,8,10/28/96,1996-10-28,,1,1995-07-22,464,,,
J,1,6,4,1,B ,J _1_6_4_1_B ,GUETTARDA SCABRA        ,GUETTARDA SCABRA,GUESCA,11,10/28/96,1996-10-28,,1,1995-07-22,464,,,
J,1,6,4,1,B ,J _1_6_4_1_B ,LANTANA DEPRESSA        ,LANTANA DEPRESSA,LANDEP,15,10/28/96,1996-10-28,,1,1995-07-22,464,LANTANA DEPRESSA VAR. DEPRESSA,LANDEPDEP,
J,1,6,4,1,B ,J _1_6_4_1_B ,MYRSINE FLORIDANA       ,MYRSINE FLORIDANA,MYRFLO,19,10/28/96,1996-10-28,,1,1995-07-22,464,MYRSINE CUBANA,MYRCUB,
J,1,6,4,1,B ,J _1_6_4_1_B ,PHYLLANTHUS SP         ,PHYLLANTHUS SPP,PHYSPP,5,10/28/96,1996-10-28,,1,1995-07-22,464,,,
J,1,6,4,1,B ,J _1_6_4_1_B ,PINUS ELLIOTTII SEEDLING    ,PINUS ELLIOTTII,PINELL,3,10/28/96,1996-10-28,,1,1995-07-22,464,,,
J,1,6,4,1,B ,J _1_6_4_1_B ,POLYGALA GRANDIFLORA      ,POLYGALA GRANDIFLORA,POLGRA,2,10/28/96,1996-10-28,,1,1995-07-22,464,ASEMEIA VIOLACEA,ASEVIO,
J,1,6,4,1,B ,J _1_6_4_1_B ,PTERIDIUM CAUDATUM       ,PTERIDIUM CAUDATUM,PTECAU,2,10/28/96,1996-10-28,,1,1995-07-22,464,PTERIDIUM AQUILINUM VAR. CAUDATUM,PTEAQUCAU,
J,1,6,4,1,B ,J _1_6_4_1_B ,RHUS COPALLINA         ,RHUS COPALLINUM,RHUCOP,19,10/28/96,1996-10-28,,1,1995-07-22,464,,,
J,1,6,4,1,B ,J _1_6_4_1_B ,SABAL PALMETTO         ,SABAL PALMETTO,SABPAL,86,10/28/96,1996-10-28,,1,1995-07-22,464,,,
J,1,6,4,1,B ,J _1_6_4_1_B ,SCHIZACHYRIUM SEMIBERBE    ,SCHIZACHYRIUM SEMIBERBE,SCHSEM,46,10/28/96,1996-10-28,,1,1995-07-22,464,SCHIZACHYRIUM SANGUINEUM,SCHSAN,
J,1,6,4,1,B ,J _1_6_4_1_B ,SMILAX AURICULATA       ,SMILAX AURICULATA,SMIAUR,3,10/28/96,1996-10-28,,1,1995-07-22,464,,,
J,1,6,4,1,B ,J _1_6_4_1_B ,TRAGIA SAXICOLA        ,TRAGIA SAXICOLA,TRASAX,2,10/28/96,1996-10-28,,1,1995-07-22,464,,,
J,1,6,4,1,B ,J _1_6_4_1_B ,ZAMIA INTEGRIFOLIA       ,ZAMIA INTEGRIFOLIA,ZAMINT,1,10/28/96,1996-10-28,,1,1995-07-22,464,,,
